loading testing images...	
05_00001, 0/1(0.000) area: 26.268, gt: 5, answer: 33, prob: 0.6622	
19_00055, 81/325(0.249) area: 31.984, gt: 19, answer: 17, prob: 0.3972	
24_00049, 81/326(0.248) area: 19.900, gt: 24, answer: 15, prob: 0.5235	
05_00060, 81/327(0.248) area: 34.351, gt: 5, answer: 33, prob: 0.9529	
17_00050, 82/328(0.250) area: 42.814, gt: 17, answer: 17, prob: 0.9582	
19_00056, 82/329(0.249) area: 40.348, gt: 19, answer: 17, prob: 0.4593	
24_00050, 82/330(0.248) area: 24.249, gt: 24, answer: 15, prob: 0.7533	
09_00019, 82/331(0.248) area: 33.675, gt: 9, answer: 1, prob: 0.5432	
25_00034, 82/332(0.247) area: 46.648, gt: 25, answer: 2, prob: 0.9420	
09_00020, 82/333(0.246) area: 31.937, gt: 9, answer: 32, prob: 0.2780	
22_00054, 82/334(0.246) area: 80.561, gt: 22, answer: 8, prob: 0.9041	
25_00035, 82/335(0.245) area: 40.299, gt: 25, answer: 2, prob: 0.6584	
09_00021, 82/336(0.244) area: 49.295, gt: 9, answer: 33, prob: 0.4199	
22_00055, 82/337(0.243) area: 58.172, gt: 22, answer: 12, prob: 0.5685	
25_00036, 82/338(0.243) area: 53.954, gt: 25, answer: 2, prob: 0.9488	
22_00056, 82/339(0.242) area: 67.646, gt: 22, answer: 12, prob: 0.9193	
11_00010, 83/340(0.244) area: 86.464, gt: 11, answer: 11, prob: 0.9611	
11_00011, 84/341(0.246) area: 83.066, gt: 11, answer: 11, prob: 0.6262	
05_00061, 84/342(0.246) area: 36.837, gt: 5, answer: 33, prob: 0.9133	
11_00012, 84/343(0.245) area: 86.174, gt: 11, answer: 10, prob: 0.4686	
17_00051, 85/344(0.247) area: 40.125, gt: 17, answer: 17, prob: 0.9966	
19_00057, 85/345(0.246) area: 42.708, gt: 19, answer: 16, prob: 0.3882	
24_00051, 85/346(0.246) area: 23.065, gt: 24, answer: 33, prob: 0.4146	
05_00062, 85/347(0.245) area: 25.652, gt: 5, answer: 33, prob: 0.7260	
17_00052, 86/348(0.247) area: 29.462, gt: 17, answer: 17, prob: 0.8630	
19_00058, 87/349(0.249) area: 29.496, gt: 19, answer: 19, prob: 0.5898	
05_00063, 87/350(0.249) area: 28.000, gt: 5, answer: 33, prob: 0.8934	
17_00053, 88/351(0.251) area: 32.863, gt: 17, answer: 17, prob: 0.9570	
19_00059, 89/352(0.253) area: 32.939, gt: 19, answer: 19, prob: 0.7420	
24_00052, 89/353(0.252) area: 20.494, gt: 24, answer: 33, prob: 0.3279	
09_00022, 89/354(0.251) area: 25.377, gt: 9, answer: 1, prob: 0.5629	
25_00037, 89/355(0.251) area: 49.041, gt: 25, answer: 2, prob: 0.7092	
09_00023, 90/356(0.253) area: 27.659, gt: 9, answer: 9, prob: 0.9650	
22_00057, 90/357(0.252) area: 110.648, gt: 22, answer: 8, prob: 0.7111	
25_00038, 90/358(0.251) area: 43.486, gt: 25, answer: 2, prob: 0.9765	
09_00024, 90/359(0.251) area: 43.955, gt: 9, answer: 15, prob: 0.9813	
22_00058, 90/360(0.250) area: 81.111, gt: 22, answer: 12, prob: 0.9907	
25_00039, 90/361(0.249) area: 60.158, gt: 25, answer: 2, prob: 0.7940	
22_00059, 90/362(0.249) area: 89.011, gt: 22, answer: 8, prob: 0.7355	
11_00013, 90/363(0.248) area: 55.136, gt: 11, answer: 15, prob: 0.4917	
22_00060, 90/364(0.247) area: 27.166, gt: 22, answer: 12, prob: 0.9294	
11_00014, 90/365(0.247) area: 63.498, gt: 11, answer: 10, prob: 0.7464	
11_00015, 90/366(0.246) area: 55.893, gt: 11, answer: 28, prob: 0.4901	
05_00064, 91/367(0.248) area: 70.200, gt: 5, answer: 5, prob: 0.7010	
17_00054, 92/368(0.250) area: 83.487, gt: 17, answer: 17, prob: 0.9992	
19_00060, 93/369(0.252) area: 85.627, gt: 19, answer: 19, prob: 0.9952	
24_00053, 93/370(0.251) area: 40.890, gt: 24, answer: 15, prob: 0.9520	
05_00065, 94/371(0.253) area: 64.537, gt: 5, answer: 5, prob: 0.9922	
17_00055, 95/372(0.255) area: 71.736, gt: 17, answer: 17, prob: 0.9997	
19_00061, 96/373(0.257) area: 66.933, gt: 19, answer: 19, prob: 0.5055	
24_00054, 96/374(0.257) area: 38.079, gt: 24, answer: 15, prob: 0.8167	
05_00066, 97/375(0.259) area: 66.813, gt: 5, answer: 5, prob: 0.9623	
17_00056, 98/376(0.261) area: 91.782, gt: 17, answer: 17, prob: 1.0000	
19_00062, 98/377(0.260) area: 76.766, gt: 19, answer: 17, prob: 0.5263	
24_00055, 98/378(0.259) area: 40.249, gt: 24, answer: 15, prob: 0.8887	
22_00061, 98/379(0.259) area: 32.156, gt: 22, answer: 12, prob: 0.8110	
22_00062, 98/380(0.258) area: 22.760, gt: 22, answer: 12, prob: 0.9959	
22_00063, 98/381(0.257) area: 28.583, gt: 22, answer: 12, prob: 0.9208	
11_00016, 98/382(0.257) area: 54.093, gt: 11, answer: 32, prob: 0.3866	
11_00017, 98/383(0.256) area: 57.315, gt: 11, answer: 28, prob: 0.5206	
05_00067, 99/384(0.258) area: 71.288, gt: 5, answer: 5, prob: 0.8965	
17_00057, 100/385(0.260) area: 69.498, gt: 17, answer: 17, prob: 0.9768	
19_00063, 101/386(0.262) area: 73.831, gt: 19, answer: 19, prob: 0.9376	
24_00056, 101/387(0.261) area: 49.477, gt: 24, answer: 15, prob: 0.7730	
05_00068, 102/388(0.263) area: 57.053, gt: 5, answer: 5, prob: 0.9443	
17_00058, 103/389(0.265) area: 66.348, gt: 17, answer: 17, prob: 0.9975	
19_00064, 104/390(0.267) area: 61.482, gt: 19, answer: 19, prob: 0.8108	
24_00057, 104/391(0.266) area: 36.770, gt: 24, answer: 15, prob: 0.3516	
05_00069, 105/392(0.268) area: 69.857, gt: 5, answer: 5, prob: 0.9121	
17_00059, 106/393(0.270) area: 96.488, gt: 17, answer: 17, prob: 0.9995	
19_00065, 106/394(0.269) area: 82.498, gt: 19, answer: 8, prob: 0.4807	
24_00058, 106/395(0.268) area: 44.833, gt: 24, answer: 15, prob: 0.5629	
22_00064, 106/396(0.268) area: 30.887, gt: 22, answer: 12, prob: 0.4655	
22_00065, 106/397(0.267) area: 25.612, gt: 22, answer: 12, prob: 0.9973	
22_00066, 106/398(0.266) area: 35.327, gt: 22, answer: 12, prob: 0.9847	
11_00018, 106/399(0.266) area: 45.475, gt: 11, answer: 17, prob: 0.7813	
11_00019, 106/400(0.265) area: 45.000, gt: 11, answer: 15, prob: 0.5708	
17_00060, 107/401(0.267) area: 78.038, gt: 17, answer: 17, prob: 0.9994	
05_00070, 108/402(0.269) area: 52.820, gt: 5, answer: 5, prob: 0.5374	
17_00061, 109/403(0.270) area: 54.991, gt: 17, answer: 17, prob: 0.9995	
19_00066, 110/404(0.272) area: 55.964, gt: 19, answer: 19, prob: 0.9196	
24_00059, 110/405(0.272) area: 36.661, gt: 24, answer: 15, prob: 0.6097	
05_00071, 111/406(0.273) area: 50.754, gt: 5, answer: 5, prob: 0.7756	
17_00062, 112/407(0.275) area: 62.498, gt: 17, answer: 17, prob: 0.9999	
19_00067, 113/408(0.277) area: 56.000, gt: 19, answer: 19, prob: 0.7050	
24_00060, 113/409(0.276) area: 34.583, gt: 24, answer: 15, prob: 0.6774	
05_00072, 114/410(0.278) area: 57.158, gt: 5, answer: 5, prob: 0.3742	
19_00068, 115/411(0.280) area: 70.654, gt: 19, answer: 19, prob: 0.7644	
24_00061, 115/412(0.279) area: 50.200, gt: 24, answer: 15, prob: 0.8571	
22_00067, 115/413(0.278) area: 38.497, gt: 22, answer: 12, prob: 0.9514	
22_00068, 115/414(0.278) area: 29.086, gt: 22, answer: 12, prob: 0.8614	
22_00069, 115/415(0.277) area: 39.497, gt: 22, answer: 12, prob: 0.9666	
11_00020, 115/416(0.276) area: 43.243, gt: 11, answer: 15, prob: 0.9539	
11_00021, 115/417(0.276) area: 36.851, gt: 11, answer: 33, prob: 0.6874	
05_00073, 116/418(0.278) area: 61.335, gt: 5, answer: 5, prob: 0.8093	
17_00063, 117/419(0.279) area: 63.166, gt: 17, answer: 17, prob: 0.9999	
19_00069, 118/420(0.281) area: 61.992, gt: 19, answer: 19, prob: 0.9649	
24_00062, 118/421(0.280) area: 28.142, gt: 24, answer: 32, prob: 0.4002	
05_00074, 118/422(0.280) area: 42.356, gt: 5, answer: 33, prob: 0.8743	
17_00064, 119/423(0.281) area: 47.990, gt: 17, answer: 17, prob: 0.9977	
19_00070, 120/424(0.283) area: 47.476, gt: 19, answer: 19, prob: 0.5513	
24_00063, 120/425(0.282) area: 31.305, gt: 24, answer: 15, prob: 0.3100	
05_00075, 121/426(0.284) area: 46.454, gt: 5, answer: 5, prob: 0.4913	
17_00065, 122/427(0.286) area: 57.446, gt: 17, answer: 17, prob: 0.9993	
19_00071, 123/428(0.287) area: 51.962, gt: 19, answer: 19, prob: 0.6264	
24_00064, 123/429(0.287) area: 33.045, gt: 24, answer: 15, prob: 0.2275	
22_00070, 123/430(0.286) area: 45.574, gt: 22, answer: 12, prob: 0.6194	
22_00071, 123/431(0.285) area: 33.675, gt: 22, answer: 12, prob: 0.9599	
22_00072, 123/432(0.285) area: 44.733, gt: 22, answer: 12, prob: 0.9427	
11_00022, 123/433(0.284) area: 79.599, gt: 11, answer: 33, prob: 0.7429	
11_00023, 123/434(0.283) area: 76.223, gt: 11, answer: 15, prob: 0.5389	
05_00076, 123/435(0.283) area: 53.582, gt: 5, answer: 33, prob: 0.6291	
17_00066, 124/436(0.284) area: 57.131, gt: 17, answer: 17, prob: 0.9140	
19_00072, 125/437(0.286) area: 57.966, gt: 19, answer: 19, prob: 0.9555	
24_00065, 125/438(0.285) area: 28.775, gt: 24, answer: 15, prob: 0.9931	
05_00077, 125/439(0.285) area: 38.341, gt: 5, answer: 33, prob: 0.9617	
17_00067, 126/440(0.286) area: 42.474, gt: 17, answer: 17, prob: 0.9978	
19_00073, 126/441(0.286) area: 42.474, gt: 19, answer: 17, prob: 0.2854	
24_00066, 126/442(0.285) area: 28.460, gt: 24, answer: 15, prob: 0.4078	
05_00078, 126/443(0.284) area: 41.255, gt: 5, answer: 33, prob: 0.7812	
17_00068, 127/444(0.286) area: 50.843, gt: 17, answer: 17, prob: 0.9410	
19_00074, 128/445(0.288) area: 46.433, gt: 19, answer: 19, prob: 0.8240	
24_00067, 128/446(0.287) area: 30.512, gt: 24, answer: 15, prob: 0.4179	
25_00040, 128/447(0.286) area: 35.777, gt: 25, answer: 15, prob: 0.2624	
22_00073, 128/448(0.286) area: 53.442, gt: 22, answer: 12, prob: 0.5877	
25_00041, 128/449(0.285) area: 25.981, gt: 25, answer: 18, prob: 0.3234	
22_00074, 128/450(0.284) area: 40.620, gt: 22, answer: 12, prob: 0.9940	
25_00042, 128/451(0.284) area: 31.000, gt: 25, answer: 18, prob: 0.3722	
09_00025, 128/452(0.283) area: 18.974, gt: 9, answer: 15, prob: 0.9997	
11_00024, 128/453(0.283) area: 63.482, gt: 11, answer: 28, prob: 0.3162	
22_00075, 128/454(0.282) area: 24.658, gt: 22, answer: 12, prob: 0.9663	
11_00025, 129/455(0.284) area: 62.714, gt: 11, answer: 11, prob: 0.5471	
11_00026, 130/456(0.285) area: 62.000, gt: 11, answer: 11, prob: 0.5933	
05_00079, 131/457(0.287) area: 98.148, gt: 5, answer: 5, prob: 0.9978	
17_00069, 132/458(0.288) area: 87.909, gt: 17, answer: 17, prob: 0.9470	
19_00075, 133/459(0.290) area: 91.804, gt: 19, answer: 19, prob: 0.9399	
24_00068, 133/460(0.289) area: 62.929, gt: 24, answer: 15, prob: 0.8126	
05_00080, 134/461(0.291) area: 78.842, gt: 5, answer: 5, prob: 0.9797	
17_00070, 135/462(0.292) area: 86.487, gt: 17, answer: 17, prob: 0.9982	
19_00076, 136/463(0.294) area: 82.426, gt: 19, answer: 19, prob: 0.8558	
24_00069, 136/464(0.293) area: 48.062, gt: 24, answer: 15, prob: 0.3901	
05_00081, 137/465(0.295) area: 101.612, gt: 5, answer: 5, prob: 0.9284	
17_00071, 137/466(0.294) area: 53.385, gt: 17, answer: 18, prob: 0.8966	
19_00077, 138/467(0.296) area: 108.471, gt: 19, answer: 19, prob: 0.8148	
24_00070, 138/468(0.295) area: 62.929, gt: 24, answer: 16, prob: 0.3517	
22_00076, 138/469(0.294) area: 26.833, gt: 22, answer: 12, prob: 0.4906	
22_00077, 138/470(0.294) area: 23.558, gt: 22, answer: 12, prob: 0.8667	
22_00078, 138/471(0.293) area: 27.821, gt: 22, answer: 12, prob: 0.9852	
11_00027, 138/472(0.292) area: 71.414, gt: 11, answer: 10, prob: 0.6694	
11_00028, 139/473(0.294) area: 63.992, gt: 11, answer: 11, prob: 0.4961	
11_00029, 139/474(0.293) area: 36.919, gt: 11, answer: 32, prob: 0.6589	
17_00072, 140/475(0.295) area: 103.610, gt: 17, answer: 17, prob: 0.9998	
05_00082, 141/476(0.296) area: 70.378, gt: 5, answer: 5, prob: 0.9878	
17_00073, 142/477(0.298) area: 73.993, gt: 17, answer: 17, prob: 0.9999	
19_00078, 143/478(0.299) area: 74.458, gt: 19, answer: 19, prob: 0.9243	
24_00071, 143/479(0.299) area: 50.080, gt: 24, answer: 33, prob: 0.2895	
05_00083, 144/480(0.300) area: 66.543, gt: 5, answer: 5, prob: 0.9806	
17_00074, 145/481(0.301) area: 85.463, gt: 17, answer: 17, prob: 0.9999	
19_00079, 146/482(0.303) area: 72.993, gt: 19, answer: 19, prob: 0.7009	
24_00072, 146/483(0.302) area: 44.833, gt: 24, answer: 15, prob: 0.4779	
05_00084, 147/484(0.304) area: 94.101, gt: 5, answer: 5, prob: 0.9170	
19_00080, 148/485(0.305) area: 104.981, gt: 19, answer: 19, prob: 0.9505	
24_00073, 148/486(0.305) area: 64.498, gt: 24, answer: 15, prob: 0.4828	
22_00079, 148/487(0.304) area: 26.721, gt: 22, answer: 12, prob: 0.9478	
22_00080, 148/488(0.303) area: 30.984, gt: 22, answer: 12, prob: 0.8582	
11_00030, 148/489(0.303) area: 75.776, gt: 11, answer: 10, prob: 0.5788	
11_00031, 148/490(0.302) area: 65.483, gt: 11, answer: 10, prob: 0.6666	
11_00032, 149/491(0.303) area: 71.021, gt: 11, answer: 11, prob: 0.4167	
05_00085, 150/492(0.305) area: 76.131, gt: 5, answer: 5, prob: 0.9860	
17_00075, 150/493(0.304) area: 77.227, gt: 17, answer: 12, prob: 0.8899	
19_00081, 151/494(0.306) area: 86.325, gt: 19, answer: 19, prob: 0.4727	
24_00074, 151/495(0.305) area: 44.125, gt: 24, answer: 15, prob: 0.9827	
05_00086, 151/496(0.304) area: 54.120, gt: 5, answer: 33, prob: 0.4565	
17_00076, 151/497(0.304) area: 60.481, gt: 17, answer: 12, prob: 0.9670	
19_00082, 152/498(0.305) area: 59.481, gt: 19, answer: 19, prob: 0.8829	
24_00075, 152/499(0.305) area: 40.150, gt: 24, answer: 15, prob: 0.7612	
05_00087, 152/500(0.304) area: 59.699, gt: 5, answer: 33, prob: 0.5565	
17_00077, 153/501(0.305) area: 78.460, gt: 17, answer: 17, prob: 0.9997	
19_00083, 153/502(0.305) area: 67.483, gt: 19, answer: 8, prob: 0.5438	
24_00076, 153/503(0.304) area: 42.214, gt: 24, answer: 15, prob: 0.4528	
22_00081, 153/504(0.304) area: 31.129, gt: 22, answer: 12, prob: 0.9623	
22_00082, 154/505(0.305) area: 30.708, gt: 22, answer: 22, prob: 0.5609	
11_00033, 154/506(0.304) area: 60.597, gt: 11, answer: 15, prob: 0.8235	
11_00034, 154/507(0.304) area: 67.934, gt: 11, answer: 10, prob: 0.5727	
11_00035, 155/508(0.305) area: 70.569, gt: 11, answer: 11, prob: 0.5914	
05_00088, 156/509(0.306) area: 57.723, gt: 5, answer: 5, prob: 0.8983	
17_00078, 157/510(0.308) area: 61.798, gt: 17, answer: 17, prob: 0.9991	
19_00084, 158/511(0.309) area: 68.411, gt: 19, answer: 19, prob: 0.5447	
24_00077, 158/512(0.309) area: 45.607, gt: 24, answer: 15, prob: 0.9855	
05_00089, 158/513(0.308) area: 44.632, gt: 5, answer: 33, prob: 0.9461	
17_00079, 159/514(0.309) area: 50.961, gt: 17, answer: 17, prob: 0.9793	
19_00085, 160/515(0.311) area: 49.477, gt: 19, answer: 19, prob: 0.9017	
24_00078, 160/516(0.310) area: 34.147, gt: 24, answer: 15, prob: 0.9731	
05_00090, 161/517(0.311) area: 54.268, gt: 5, answer: 5, prob: 0.4372	
17_00080, 162/518(0.313) area: 69.742, gt: 17, answer: 17, prob: 0.9981	
19_00086, 162/519(0.312) area: 61.400, gt: 19, answer: 8, prob: 0.4361	
24_00079, 162/520(0.312) area: 39.192, gt: 24, answer: 15, prob: 0.9828	
22_00083, 162/521(0.311) area: 30.397, gt: 22, answer: 12, prob: 0.6832	
22_00084, 162/522(0.310) area: 41.425, gt: 22, answer: 12, prob: 0.9479	
22_00085, 162/523(0.310) area: 58.915, gt: 22, answer: 12, prob: 0.6615	
11_00036, 163/524(0.311) area: 85.627, gt: 11, answer: 11, prob: 0.4586	
11_00037, 164/525(0.312) area: 79.234, gt: 11, answer: 11, prob: 0.6836	
11_00038, 164/526(0.312) area: 60.448, gt: 11, answer: 15, prob: 0.9266	
05_00091, 164/527(0.311) area: 48.208, gt: 5, answer: 33, prob: 0.6420	
17_00081, 165/528(0.312) area: 52.764, gt: 17, answer: 17, prob: 0.9956	
19_00087, 166/529(0.314) area: 57.922, gt: 19, answer: 19, prob: 0.5454	
24_00080, 166/530(0.313) area: 38.066, gt: 24, answer: 15, prob: 0.9988	
05_00092, 166/531(0.313) area: 38.613, gt: 5, answer: 33, prob: 0.9291	
17_00082, 167/532(0.314) area: 43.955, gt: 17, answer: 17, prob: 0.5089	
19_00088, 167/533(0.313) area: 43.497, gt: 19, answer: 18, prob: 0.3839	
24_00081, 167/534(0.313) area: 30.199, gt: 24, answer: 15, prob: 0.9814	
05_00093, 168/535(0.314) area: 48.497, gt: 5, answer: 5, prob: 0.8912	
17_00083, 169/536(0.315) area: 61.156, gt: 17, answer: 17, prob: 0.9985	
19_00089, 170/537(0.317) area: 54.854, gt: 19, answer: 19, prob: 0.3835	
24_00082, 170/538(0.316) area: 33.764, gt: 24, answer: 15, prob: 0.9790	
25_00043, 170/539(0.315) area: 37.670, gt: 25, answer: 12, prob: 0.9960	
22_00086, 170/540(0.315) area: 43.162, gt: 22, answer: 12, prob: 0.9448	
25_00044, 170/541(0.314) area: 38.367, gt: 25, answer: 12, prob: 0.9819	
11_00039, 170/542(0.314) area: 50.408, gt: 11, answer: 10, prob: 0.4981	
25_00045, 170/543(0.313) area: 28.914, gt: 25, answer: 7, prob: 0.2408	
11_00040, 171/544(0.314) area: 57.862, gt: 11, answer: 11, prob: 0.5226	
11_00041, 172/545(0.316) area: 53.963, gt: 11, answer: 11, prob: 0.7154	
11_00042, 172/546(0.315) area: 53.123, gt: 11, answer: 15, prob: 0.3628	
05_00094, 173/547(0.316) area: 127.279, gt: 5, answer: 5, prob: 0.9961	
17_00084, 173/548(0.316) area: 54.681, gt: 17, answer: 18, prob: 0.8866	
19_00090, 173/549(0.315) area: 78.575, gt: 19, answer: 17, prob: 0.6906	
24_00083, 173/550(0.315) area: 88.741, gt: 24, answer: 11, prob: 0.2731	
05_00095, 174/551(0.316) area: 109.977, gt: 5, answer: 5, prob: 0.9926	
17_00085, 174/552(0.315) area: 39.166, gt: 17, answer: 18, prob: 0.8911	
19_00091, 174/553(0.315) area: 92.909, gt: 19, answer: 17, prob: 0.5189	
24_00084, 174/554(0.314) area: 69.971, gt: 24, answer: 17, prob: 0.3770	
05_00096, 174/555(0.314) area: 149.462, gt: 5, answer: 2, prob: 0.7837	
19_00092, 174/556(0.313) area: 64.807, gt: 19, answer: 18, prob: 0.6339	
24_00085, 174/557(0.312) area: 90.846, gt: 24, answer: 11, prob: 0.5583	
09_00026, 174/558(0.312) area: 19.287, gt: 9, answer: 15, prob: 0.9998	
25_00046, 174/559(0.311) area: 31.843, gt: 25, answer: 2, prob: 0.9835	
25_00047, 174/560(0.311) area: 22.978, gt: 25, answer: 7, prob: 0.6947	
09_00027, 174/561(0.310) area: 21.024, gt: 9, answer: 15, prob: 0.9999	
25_00048, 174/562(0.310) area: 32.125, gt: 25, answer: 2, prob: 0.5899	
11_00043, 175/563(0.311) area: 69.649, gt: 11, answer: 11, prob: 0.6228	
11_00044, 175/564(0.310) area: 54.498, gt: 11, answer: 10, prob: 0.8883	
11_00045, 175/565(0.310) area: 82.976, gt: 11, answer: 10, prob: 0.8693	
05_00097, 176/566(0.311) area: 113.666, gt: 5, answer: 5, prob: 0.9951	
17_00086, 177/567(0.312) area: 101.168, gt: 17, answer: 17, prob: 1.0000	
19_00093, 178/568(0.313) area: 79.373, gt: 19, answer: 19, prob: 0.9028	
24_00086, 178/569(0.313) area: 39.370, gt: 24, answer: 15, prob: 0.9381	
05_00098, 179/570(0.314) area: 79.373, gt: 5, answer: 5, prob: 0.9837	
17_00087, 180/571(0.315) area: 84.499, gt: 17, answer: 17, prob: 0.9999	
19_00094, 181/572(0.316) area: 84.994, gt: 19, answer: 19, prob: 0.9088	
24_00087, 181/573(0.316) area: 60.000, gt: 24, answer: 11, prob: 0.3037	
05_00099, 182/574(0.317) area: 89.722, gt: 5, answer: 5, prob: 0.9408	
17_00088, 183/575(0.318) area: 98.965, gt: 17, answer: 17, prob: 0.9976	
19_00095, 183/576(0.318) area: 92.995, gt: 19, answer: 8, prob: 0.7244	
24_00088, 183/577(0.317) area: 59.900, gt: 24, answer: 10, prob: 0.3340	
24_00089, 183/578(0.317) area: 29.000, gt: 24, answer: 17, prob: 0.3486	
09_00028, 183/579(0.316) area: 21.909, gt: 9, answer: 15, prob: 0.9948	
25_00049, 183/580(0.316) area: 35.100, gt: 25, answer: 2, prob: 0.7950	
25_00050, 183/581(0.315) area: 26.514, gt: 25, answer: 7, prob: 0.7094	
09_00029, 183/582(0.314) area: 25.749, gt: 9, answer: 15, prob: 0.9948	
25_00051, 183/583(0.314) area: 37.417, gt: 25, answer: 2, prob: 0.4256	
11_00046, 183/584(0.313) area: 75.498, gt: 11, answer: 10, prob: 0.8349	
11_00047, 183/585(0.313) area: 57.000, gt: 11, answer: 10, prob: 0.6758	
11_00048, 184/586(0.314) area: 70.456, gt: 11, answer: 11, prob: 0.5994	
05_00100, 185/587(0.315) area: 78.804, gt: 5, answer: 5, prob: 0.9870	
17_00089, 186/588(0.316) area: 82.377, gt: 17, answer: 17, prob: 0.9953	
19_00096, 187/589(0.317) area: 95.953, gt: 19, answer: 19, prob: 0.8534	
24_00090, 187/590(0.317) area: 66.272, gt: 24, answer: 11, prob: 0.5355	
05_00101, 188/591(0.318) area: 60.663, gt: 5, answer: 5, prob: 0.9238	
17_00090, 189/592(0.319) area: 67.454, gt: 17, answer: 17, prob: 0.9998	
19_00097, 190/593(0.320) area: 66.993, gt: 19, answer: 19, prob: 0.8129	
24_00091, 190/594(0.320) area: 48.990, gt: 24, answer: 11, prob: 0.3998	
05_00102, 191/595(0.321) area: 75.053, gt: 5, answer: 5, prob: 0.9344	
17_00091, 192/596(0.322) area: 95.279, gt: 17, answer: 17, prob: 0.9986	
19_00098, 192/597(0.322) area: 79.423, gt: 19, answer: 8, prob: 0.7747	
24_00092, 192/598(0.321) area: 54.553, gt: 24, answer: 11, prob: 0.2627	
09_00030, 192/599(0.321) area: 25.807, gt: 9, answer: 15, prob: 0.9751	
25_00052, 192/600(0.320) area: 41.425, gt: 25, answer: 2, prob: 0.9477	
09_00031, 192/601(0.319) area: 19.799, gt: 9, answer: 15, prob: 0.9314	
25_00053, 192/602(0.319) area: 30.757, gt: 25, answer: 7, prob: 0.5721	
09_00032, 192/603(0.318) area: 31.113, gt: 9, answer: 15, prob: 0.9855	
25_00054, 192/604(0.318) area: 42.767, gt: 25, answer: 2, prob: 0.8516	
11_00049, 192/605(0.317) area: 53.898, gt: 11, answer: 17, prob: 0.3639	
11_00050, 193/606(0.318) area: 60.992, gt: 11, answer: 11, prob: 0.6492	
11_00051, 194/607(0.320) area: 65.000, gt: 11, answer: 11, prob: 0.5677	
05_00103, 195/608(0.321) area: 58.583, gt: 5, answer: 5, prob: 0.5143	
17_00092, 196/609(0.322) area: 63.875, gt: 17, answer: 17, prob: 0.9975	
19_00099, 197/610(0.323) area: 71.972, gt: 19, answer: 19, prob: 0.8547	
24_00093, 197/611(0.322) area: 47.244, gt: 24, answer: 15, prob: 0.7299	
05_00104, 198/612(0.324) area: 50.110, gt: 5, answer: 5, prob: 0.9694	
17_00093, 199/613(0.325) area: 56.445, gt: 17, answer: 17, prob: 0.9988	
19_00100, 200/614(0.326) area: 55.498, gt: 19, answer: 19, prob: 0.4913	
24_00094, 200/615(0.325) area: 38.066, gt: 24, answer: 15, prob: 0.4790	
05_00105, 201/616(0.326) area: 66.385, gt: 5, answer: 5, prob: 0.8169	
17_00094, 202/617(0.327) area: 83.618, gt: 17, answer: 17, prob: 0.9984	
19_00101, 203/618(0.328) area: 70.824, gt: 19, answer: 19, prob: 0.5351	
24_00095, 203/619(0.328) area: 46.098, gt: 24, answer: 15, prob: 0.3697	
09_00033, 203/620(0.327) area: 32.496, gt: 9, answer: 15, prob: 0.8169	
25_00055, 203/621(0.327) area: 50.200, gt: 25, answer: 2, prob: 0.9447	
09_00034, 203/622(0.326) area: 24.658, gt: 9, answer: 15, prob: 0.6582	
25_00056, 203/623(0.326) area: 37.829, gt: 25, answer: 2, prob: 0.7153	
09_00035, 203/624(0.325) area: 42.603, gt: 9, answer: 15, prob: 0.9941	
22_00087, 203/625(0.325) area: 35.721, gt: 22, answer: 12, prob: 0.8396	
25_00057, 203/626(0.324) area: 55.498, gt: 25, answer: 2, prob: 0.5305	
22_00088, 203/627(0.324) area: 43.313, gt: 22, answer: 12, prob: 0.8728	
